project,status,output,error,build_time_sec,run_time_sec
1701845,exception,,'NoneType' object is not subscriptable,3.06,
1702293,success,"{'a': 'A', 'b': 'B', 'c': 'C'}",,14.23,1.26
1705235,exception,,'NoneType' object is not subscriptable,16.79,
1707483,success,,,7.86,1.76
1710122,success,,,8.31,1.34
1720032,runtime_error,,"File ""/app/snippet.py"", line 75
    print ' retrying'
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(' retrying')?",15.08,0.71
1722150,success,,,8.1,1.5
1728255,exception,,'NoneType' object is not subscriptable,3,
1752014,exception,,'NoneType' object is not subscriptable,2.83,
1766791,success,,,6.17,1.97
1773870,exception,,'NoneType' object is not subscriptable,2.74,
1776202,exception,,'NoneType' object is not subscriptable,3.23,
1780878,success,,,6.79,0.75
1788517,success,,,6.76,0.8
1791644,success,,,7.15,0.91
1792732,success,,,7.25,0.96
1805981,success,,,7.53,0.9
1808234,success,,"2025-10-11 04:50:06.835601: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 04:50:06.835983: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",95.34,3.08
1810707,success,,,4.65,0.77
1818351,exception,,'NoneType' object is not subscriptable,3,
1820074,success,,,7.44,0.82
1820829,success,,,6.99,1.02
1825401,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 5, in <module>
    import sublime, sublime_plugin, os
ModuleNotFoundError: No module named 'sublime'",15.02,0.72
1844928,exception,,'NoneType' object is not subscriptable,2.91,
1871929,runtime_error,,"File ""/app/snippet.py"", line 63
    print ""infinite attractor""
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""infinite attractor"")?",4.52,0.63
1873692,success,,,7.26,1.02
1879626,success,,,16.58,1.14
1882562,exception,,'NoneType' object is not subscriptable,7.04,
1912053,success,,,16.33,1.16
1918389,success,,,6.96,1.22
1928063,success,,,7.53,0.9
1935808,runtime_error,,"File ""/app/snippet.py"", line 35
    print ""downgrading %s -> %s"" % (fname, newname)
          ^
SyntaxError: invalid syntax",14.49,0.78
1943426,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 1, in <module>
    from django.template.loader import add_to_builtins
ImportError: cannot import name 'add_to_builtins' from 'django.template.loader' (/usr/local/lib/python3.9/site-packages/django/template/loader.py)",7.01,0.88
1947166,runtime_error,,"File ""/app/snippet.py"", line 14
    print title.extract()
          ^
SyntaxError: invalid syntax",12.64,0.73
1950267,success,,,19.87,1.82
1951709,success,,,7.25,1.11
1971061,success,,,7.17,1.05
1997771,success,,,15.33,1.41
2005165,success,,,162.92,2.28
2011426,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 103, in <module>
    test_dpgmm()
  File ""/app/snippet.py"", line 92, in test_dpgmm
    import matplotlib.pyplot as plt
ModuleNotFoundError: No module named 'matplotlib'",15.54,1.21
2020955,runtime_error,,"File ""/app/snippet.py"", line 159
    print 'Performance of ranking ', rank_svm.score(X[test], Y[test])
          ^
SyntaxError: invalid syntax",21.48,0.88
2031484,success,,,14.23,1.26
2032745,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 5, in <module>
    from sikuli.Sikuli import *
ModuleNotFoundError: No module named 'sikuli'",13.37,0.81
2038329,success,,,7.86,1.76
2054744,runtime_error,,"ine 2, in <module>
    from django.db.models.sql.query import *  # NOQA
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/usr/local/lib/python3.11/site-packages/django/db/models/sql/query.py"", line 11, in <module>
    from collections import Counter, Iterator, Mapping, OrderedDict
ImportError: cannot import name 'Iterator' from 'collections' (/usr/local/lib/python3.11/collections/__init__.py)",6.96,0.84
2061456,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 4, in <module>
    from itertools import cycle, izip
ImportError: cannot import name 'izip' from 'itertools' (unknown location)",25.63,0.9
2068759,exception,,'NoneType' object is not subscriptable,7.55,
2083178,runtime_error,,"File ""/app/snippet.py"", line 36
    print 'Fetching page %s' % (page,)
          ^
SyntaxError: invalid syntax",4.42,0.69
2152643,exception,,'NoneType' object is not subscriptable,5.37,
2172888,runtime_error,,"File ""/app/snippet.py"", line 18
    print ""Failed downloading image from "", self.image_url
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""Failed downloading image from "", self.image_url)?",8.1,0.83
2184906,success,,"/app/snippet.py:2: DeprecationWarning: Please import `map_coordinates` from the `scipy.ndimage` namespace; the `scipy.ndimage.interpolation` namespace is deprecated and will be removed in SciPy 2.0.0.
  from scipy.ndimage.interpolation import map_coordinates
/app/snippet.py:3: DeprecationWarning: Please import `gaussian_filter` from the `scipy.ndimage` namespace; the `scipy.ndimage.filters` namesp",15.82,1.52
2203822,exception,,'NoneType' object is not subscriptable,3.66,
2213915,exception,,'NoneType' object is not subscriptable,2.69,
2220293,success,,,6.17,1.97
2229985,success,,,7.25,0.95
2232681,success,,,6.79,0.75
2245426,success,,,6.76,0.8
2288152,success,,,4.65,0.77
2321077,exception,,'NoneType' object is not subscriptable,4.36,
2338529,exception,,'NoneType' object is not subscriptable,3.07,
2344345,exception,,'NoneType' object is not subscriptable,3.7,
2351057,runtime_error,,"File ""/app/snippet.py"", line 102
    print 'for alpha = ', alpha_val
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print('for alpha = ', alpha_val)?",20.48,0.88
2351079,success,,,7.44,0.82
2379572,success,,,7.53,0.9
2408388,success,,,7.44,0.82
2420407,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 2, in <module>
    import matplotlib.pyplot as plt
ModuleNotFoundError: No module named 'matplotlib'",25.41,0.96
2438871,runtime_error,,"File ""/app/snippet.py"", line 10
    print __doc__
    ^^^^^^^^^^^^^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?",14.1,0.81
2471505,success,,,16.58,1.14
2511428,success,,,15,1.1
2511464,exception,,'NoneType' object is not subscriptable,2.79,
2577781,runtime_error,,"eters
  File ""/usr/local/lib/python3.11/site-packages/tornado/http1connection.py"", line 30, in <module>
    from tornado import httputil
  File ""/usr/local/lib/python3.11/site-packages/tornado/httputil.py"", line 107, in <module>
    class HTTPHeaders(collections.MutableMapping):
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^
AttributeError: module 'collections' has no attribute 'MutableMapping'",4.58,0.78
2581132,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 2, in <module>
    from requests.auth import OAuth1
ImportError: cannot import name 'OAuth1' from 'requests.auth' (/usr/local/lib/python3.9/site-packages/requests/auth.py)",4.46,0.77
2584789,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 2, in <module>
    from requests.auth import OAuth1
ImportError: cannot import name 'OAuth1' from 'requests.auth' (/usr/local/lib/python3.9/site-packages/requests/auth.py)",14.95,0.91
2620735,runtime_error,,"File ""/app/snippet.py"", line 79
    print ""missing key: %s != %s"" % (test.keys(), ref.keys())
          ^
SyntaxError: invalid syntax",13.15,0.74
2620876,runtime_error,,"File ""/app/snippet.py"", line 46
    print ""\nFAILURE:""
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""\nFAILURE:"")?",13.91,0.74
2623926,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
2628382,exception,,'NoneType' object is not subscriptable,3.65,
2632394,success,,,19.87,1.82
2638485,runtime_error,,"File ""/app/snippet.py"", line 35
    print x.shape
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(x.shape)?",20.67,0.87
2660685,runtime_error,,"File ""/app/snippet.py"", line 15
    print locus_tag
    ^^^^^^^^^^^^^^^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?",14.73,0.83
2661065,success,,,7.25,1.11
2692786,exception,,'NoneType' object is not subscriptable,3.93,
2692960,success,,,7.17,1.05
2704426,success,,,15.33,1.41
2705927,success,,,19.25,1.64
2719812,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 10, in <module>
    import simplejson
ModuleNotFoundError: No module named 'simplejson'",13.46,0.8
2725286,success,,,7.01,1.14
2729506,success,,,3.95,1.07
2757171,success,,,16.43,1.58
2764305,success,,,17.34,1.18
2768310,success,,,18.18,1.19
2778605,success,,,16.91,1.19
2779820,exception,,'NoneType' object is not subscriptable,3.87,
2783865,success,,,7.87,1.49
2786290,exception,,'NoneType' object is not subscriptable,3.02,
2790749,success,"ResNeXt(
  (conv1): Conv2d(3, 64, kernel_size=(7, 7), stride=(2, 2), padding=(3, 3))
  (bn1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (relu): ReLU(inplace=True)
  (max_pool): MaxPool2d(kernel_size=3, stride=2, padding=1, dilation=1, ceil_mode=False)
  (conv2): Sequential(
    (0): Bottleneck(
      (conv1): Conv2d(64, 128, kernel_size=(1, 1), stride=(1, 1)","/usr/local/lib/python3.9/site-packages/torch/_subclasses/functional_tensor.py:279: UserWarning: Failed to initialize NumPy: No module named 'numpy' (Triggered internally at /pytorch/torch/csrc/utils/tensor_numpy.cpp:81.)
  cpu = _conversion_method_template(device=torch.device(""cpu""))",316.7,3.71
2816295,exception,,'NoneType' object is not subscriptable,2.78,
2821544,success,,,16.86,1.69
2830057,success,,,8.11,1.49
2836237,exception,,'NoneType' object is not subscriptable,3.23,
2838603,exception,,'NoneType' object is not subscriptable,2.76,
2838927,success,,,20.24,2.17
2859545,success,,,28.63,2.08
2866253,success,,"2025-10-11 07:16:45.870446: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 07:16:45.871175: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",100.6,3.5
2866461,success,,,18.92,1.69
2870240,success,,,14.23,1.26
2894514,success,,,7.86,1.76
2894704,success,,,8.31,1.34
2899595,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 15, in <module>
    from django.conf import settings
ModuleNotFoundError: No module named 'django'",14.98,0.88
2902213,exception,,'NoneType' object is not subscriptable,3.06,
2909661,success,,"2025-10-11 07:43:55 [scrapy.utils.log] INFO: Scrapy 2.13.3 started (bot: scrapybot)
2025-10-11 07:43:55 [scrapy.utils.log] INFO: Versions:
{'lxml': '6.0.2',
 'libxml2': '2.14.6',
 'cssselect': '1.3.0',
 'parsel': '1.10.0',
 'w3lib': '2.3.1',
 'Twisted': '25.5.0',
 'Python': '3.11.14 (main, Oct  9 2025, 22:39:13) [GCC 14.2.0]',
 'pyOpenSSL': '25.3.0 (OpenSSL 3.5.4 30 Sep 2025)',
 'cryptography': '4",24.43,2.41
2913338,success,,,6.99,1.02
2915436,exception,,'NoneType' object is not subscriptable,3.77,
2915875,exception,,'NoneType' object is not subscriptable,4.09,
2942127,success,,,8.1,1.5
2949632,success,,,7.26,1.02
2951556,runtime_error,,"File ""/app/snippet.py"", line 26
    print my_config_dict
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(my_config_dict)?",13.12,0.78
2957026,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 3, in <module>
    import Image
ModuleNotFoundError: No module named 'Image'",13.37,0.85
2962884,success,,"/app/snippet.py:2: DeprecationWarning: Please import `map_coordinates` from the `scipy.ndimage` namespace; the `scipy.ndimage.interpolation` namespace is deprecated and will be removed in SciPy 2.0.0.
  from scipy.ndimage.interpolation import map_coordinates
/app/snippet.py:3: DeprecationWarning: Please import `gaussian_filter` from the `scipy.ndimage` namespace; the `scipy.ndimage.filters` namesp",15.82,1.52
2971450,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 29, in <module>
    from django.core.management.base import AppCommand
ModuleNotFoundError: No module named 'django'",13.43,0.82
2973355,exception,,'NoneType' object is not subscriptable,3.98,
2975718,success,,,16.58,1.14
2986210,success,,,6.17,1.97
2993700,success,,,7.25,0.95
2998372,success,,,6.79,0.75
3004168,runtime_error,,"File ""/app/snippet.py"", line 372
    s = struct.pack('!L', nameLength | 0x80000000L)
                                                 ^
SyntaxError: invalid syntax",20.37,0.84
3015625,success,,,6.84,1.01
3018527,exception,,'NoneType' object is not subscriptable,2.72,
3019988,success,,,16.33,1.16
3037448,success,,,6.96,1.22
3040846,success,,"2025-10-11 05:55:26.538026: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:31] Could not find cuda drivers on your machine, GPU will not be used.
2025-10-11 05:55:26.538432: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the enviro",92.15,3.72
3042651,runtime_error,,"Traceback (most recent call last):
  File ""/app/snippet.py"", line 24, in <module>
    from django import template
ModuleNotFoundError: No module named 'django'",13.3,0.85
3047772,success,,,19.87,1.82
3078465,exception,,'NoneType' object is not subscriptable,2.69,
3078764,success,,,7.17,1.05
3081369,success,,,15.33,1.41
3089556,success,,,19.25,1.64
3097851,runtime_error,,", in <module>
    bootstrap()
  File ""/usr/local/lib/python3.9/site-packages/cv2/__init__.py"", line 153, in bootstrap
    native_module = importlib.import_module(""cv2"")
  File ""/usr/local/lib/python3.9/importlib/__init__.py"", line 127, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
ImportError: libGL.so.1: cannot open shared object file: No such file or directory",17.2,0.98
3113810,runtime_error,,"File ""/app/snippet.py"", line 14
    print ""usage: ... | bberrors 'Window Title'""
          ^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(""usage: ... | bberrors 'Window Title'"")?",13.15,0.79
3116927,success,,,15,1.1
3128835,exception,,'NoneType' object is not subscriptable,2.99,
3129692,exception,,'NoneType' object is not subscriptable,4.98,
3130141,success,,,3.95,1.07
3141128,success,,,16.43,1.58
3141140,exception,,'NoneType' object is not subscriptable,6.51,
3148833,exception,,'NoneType' object is not subscriptable,3.34,
3151375,success,,,17.34,1.18
3153844,success,,,18.18,1.19
3158388,runtime_error,,"nippet.py"", line 26, in <module>
    from south.modelsinspector import add_introspection_rules
  File ""/usr/local/lib/python3.9/site-packages/south/modelsinspector.py"", line 20, in <module>
    from django.contrib.contenttypes import generic
ImportError: cannot import name 'generic' from 'django.contrib.contenttypes' (/usr/local/lib/python3.9/site-packages/django/contrib/contenttypes/__init__.py)",7.72,0.95
3163938,success,,,4.89,1.07
3167162,success,,,7.87,1.49
3181989,exception,,'NoneType' object is not subscriptable,5.42,
3219308,exception,,'NoneType' object is not subscriptable,5.86,
3227267,success,,,8.11,1.49
3231186,runtime_error,,"File ""/app/snippet.py"", line 39
    print ""[congrid] dimensions error. "" \
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)?",15.14,0.86
3264921,success,,,20.24,2.17
3271073,success,,,28.63,2.08
3295631,success,,,18.92,1.69
3298867,success,,,162.92,2.28
3305365,success,,,14.23,1.26
